"Table 1. Life table for the total population: United States, 2017",,,,,,
"Age (years)","Probability of dying between ages x and x + 1","Number surviving to age x","Number dying between ages x and x + 1","Person-years lived between ages x and x + 1","Total number of person-years lived above age x","Expectation of life at age x"
,qx,lx,dx,Lx,Tx,ex
73–74,0.024193743243813515,73064.0390625,1767.692626953125,72180.1875,993369.6875,13.595876693725586
74–75,0.026342058554291725,71296.34375,1878.0924072265625,70357.296875,921189.5,12.920571327209473
75–76,0.029041821137070656,69418.25,2016.0323486328125,68410.234375,850832.1875,12.256607055664063
76–77,0.032000839710235596,67402.21875,2156.927490234375,66323.7578125,782421.9375,11.608251571655273
77–78,0.03544320911169052,65245.29296875,2312.50244140625,64089.0390625,716098.1875,10.975476264953613
78–79,0.039257220923900604,62932.7890625,2470.56640625,61697.5078125,652009.1875,10.360404968261719
79–80,0.043392524123191833,60462.22265625,2623.6083984375,59150.41796875,590311.6875,9.763314247131348
80–81,0.04816289618611336,57838.61328125,2785.675048828125,56445.7734375,531161.25,9.18350601196289
81–82,0.05321643874049187,55052.9375,2929.72119140625,53588.078125,474715.46875,8.62289047241211
82–83,0.05923973023891449,52123.21484375,3087.76513671875,50579.33203125,421127.40625,8.079459190368652
83–84,0.06656382977962494,49035.44921875,3263.9873046875,47403.453125,370548.0625,7.556738376617432
84–85,0.07404520362615585,45771.4609375,3389.1572265625,44076.8828125,323144.59375,7.059957981109619
85–86,0.08195354789495468,42382.3046875,3473.380126953125,40645.6171875,279067.71875,6.58453369140625
86–87,0.09087931364774704,38908.92578125,3536.016357421875,37140.91796875,238422.109375,6.127696990966797
87–88,0.10193751752376556,35372.91015625,3605.82666015625,33569.99609375,201281.1875,5.690263748168945
88–89,0.11407470703125,31767.083984375,3623.82080078125,29955.173828125,167711.1875,5.2794013023376465
89–90,0.1273311823606491,28143.263671875,3583.51513671875,26351.505859375,137756.015625,4.894813060760498
90–91,0.14173302054405212,24559.748046875,3480.92724609375,22819.28515625,111404.515625,4.536060810089111
91–92,0.15728875994682312,21078.8203125,3315.46142578125,19421.08984375,88585.2265625,4.20257043838501
92–93,0.17398592829704285,17763.359375,3090.574462890625,16218.072265625,69164.140625,3.8936407566070557
93–94,0.1917882263660431,14672.78515625,2814.0673828125,13265.751953125,52946.06640625,3.6084537506103516
94–95,0.2106333076953888,11858.7177734375,2497.841064453125,10609.796875,39680.31640625,3.346088171005249
95–96,0.23043155670166016,9360.876953125,2157.04150390625,8282.3564453125,29070.517578125,3.1055335998535156
96–97,0.2510662376880646,7203.83544921875,1808.639892578125,6299.515625,20788.162109375,2.8857076168060303
97–98,0.27239489555358887,5395.1953125,1469.6236572265625,4660.3837890625,14488.646484375,2.685472011566162
98–99,0.29425257444381714,3925.57177734375,1155.109619140625,3348.01708984375,9828.2626953125,2.5036511421203613
99–100,0.3164564371109009,2770.462158203125,876.7305908203125,2332.096923828125,6480.24560546875,2.3390486240386963
"100 and over",1,1893.7315673828125,1893.7315673828125,4148.1484375,4148.1484375,2.190462827682495
"SOURCE: NCHS, National Vital Statistics System, Mortality.",,,,,,
