"Table 3. Life table for females: United States, 2017",,,,,,
"Age (years)","Probability of dying between ages x and x + 1","Number surviving to age x","Number dying between ages x and x + 1","Person-years lived between ages x and x + 1","Total number of person-years lived above age x","Expectation of life at age x"
,qx,lx,dx,Lx,Tx,ex
65–66,0.00979298073798418,87596.015625,857.8261108398438,87167.1015625,1804484.875,20.600078582763672
66–67,0.010567729361355305,86738.1875,916.6256713867188,86279.875,1717317.75,19.798866271972656
67–68,0.011436491273343563,85821.5625,981.49755859375,85330.8125,1631037.875,19.004989624023438
68–69,0.01247374527156353,84840.0625,1058.2733154296875,84310.921875,1545707,18.219070434570313
69–70,0.013659073039889336,83781.7890625,1144.381591796875,83209.59375,1461396.125,17.44288444519043
70–71,0.014881229028105736,82637.40625,1229.7462158203125,82022.53125,1378186.5,16.677513122558594
71–72,0.016529232263565063,81407.65625,1345.6060791015625,80734.8515625,1296164,15.921893119812012
72–73,0.018210263922810555,80062.046875,1457.9510498046875,79333.0703125,1215429.125,15.181089401245117
73–74,0.02001098357141018,78604.09375,1572.9451904296875,77817.625,1136096,14.453394889831543
74–75,0.021903079003095627,77031.1484375,1687.2193603515625,76187.5390625,1058278.375,13.738317489624023
75–76,0.024321969598531723,75343.9296875,1832.5128173828125,74427.671875,982090.875,13.034770965576172
76–77,0.02689857967197895,73511.4140625,1977.3526611328125,72522.734375,907663.25,12.34724235534668
77–78,0.02988562360405922,71534.0625,2137.840087890625,70465.140625,835140.5,11.674724578857422
78–79,0.03341275453567505,69396.21875,2318.71875,68236.859375,764675.375,11.018977165222168
79–80,0.03706490248441696,67077.5,2486.220947265625,65834.390625,696438.5,10.38259506225586
80–81,0.04147796705365181,64591.27734375,2679.114990234375,63251.71875,630604.125,9.762991905212402
81–82,0.04614976793527603,61912.1640625,2857.23193359375,60483.546875,567352.375,9.163826942443848
82–83,0.051680829375982285,59054.93359375,3052.008056640625,57528.9296875,506868.84375,8.583005905151367
83–84,0.05858718976378441,56002.92578125,3281.053955078125,54362.3984375,449339.90625,8.023508071899414
84–85,0.06558620929718018,52721.87109375,3457.82763671875,50992.95703125,394977.5,7.491720199584961
85–86,0.07285495102405548,49264.04296875,3589.12939453125,47469.4765625,343984.5625,6.982467174530029
86–87,0.08111470192670822,45674.9140625,3704.906982421875,43822.4609375,296515.0625,6.491858005523682
87–88,0.09161756932735443,41970.0078125,3845.190185546875,40047.4140625,252692.609375,6.020790100097656
88–89,0.10324060171842575,38124.81640625,3936.029052734375,36156.8046875,212645.203125,5.577605724334717
89–90,0.11604062467813492,34188.7890625,3967.288330078125,32205.14453125,176488.390625,5.162171363830566
90–91,0.1300612837076187,30221.5,3930.64697265625,28256.17578125,144283.25,4.7741923332214355
91–92,0.14532890915870667,26290.853515625,3820.821044921875,24380.443359375,116027.0703125,4.413210391998291
92–93,0.16184815764427185,22470.033203125,3636.7333984375,20651.66796875,91646.625,4.078615665435791
93–94,0.17959828674793243,18833.30078125,3382.428466796875,17142.0859375,70994.9609375,3.769650459289551
94–95,0.19852951169013977,15450.8720703125,3067.4541015625,13917.14453125,53852.875,3.485426187515259
95–96,0.2185608297586441,12383.41796875,2706.530029296875,11030.15234375,39935.73046875,3.224936008453369
96–97,0.23957890272140503,9676.8876953125,2318.378173828125,8517.69921875,28905.578125,2.9870738983154297
97–98,0.2614389657974243,7358.509765625,1923.8011474609375,6396.609375,20387.87890625,2.770653247833252
98–99,0.28396740555763245,5434.70849609375,1543.280029296875,4663.068359375,13991.26953125,2.5744287967681885
99–100,0.306966632604599,3891.428466796875,1194.5386962890625,3294.1591796875,9328.201171875,2.3971149921417236
"100 and over",1,2696.8896484375,2696.8896484375,6034.0419921875,6034.0419921875,2.237407922744751
"SOURCE: NCHS, National Vital Statistics System, Mortality.",,,,,,
