"Table 16. Life table for the non-Hispanic black population: United States, 2017",,,,,,
"Age (years)","Probability of dying between ages x and x + 1","Number surviving to age x","Number dying between ages x and x + 1","Person-years lived between ages x and x + 1","Total number of person-years lived above age x","Expectation of life at age x"
,qx,lx,dx,Lx,Tx,ex
66–67,0.020518753677606583,75111.6796875,1541.197998046875,74341.078125,1309246.25,17.430662155151367
67–68,0.021792719140648842,73570.484375,1603.3009033203125,72768.828125,1234905.125,16.78533363342285
68–69,0.022977571934461594,71967.1796875,1653.631103515625,71140.359375,1162136.375,16.148143768310547
69–70,0.024190299212932587,70313.546875,1700.90576171875,69463.09375,1090996,15.516156196594238
70–71,0.02535327896475792,68612.640625,1739.555419921875,67742.859375,1021532.875,14.888406753540039
71–72,0.02712290547788143,66873.0859375,1813.7923583984375,65966.1875,953790,14.262688636779785
72–73,0.029046939685940742,65059.29296875,1889.7733154296875,64114.40625,887823.8125,13.646379470825195
73–74,0.031424764543771744,63169.51953125,1985.0872802734375,62176.9765625,823709.4375,13.039666175842285
74–75,0.0339185893535614,61184.43359375,2075.289794921875,60146.7890625,761532.4375,12.44650650024414
75–76,0.03667430952191353,59109.14453125,2167.787109375,58025.25,701385.6875,11.865942001342773
76–77,0.039635345339775085,56941.359375,2256.890380859375,55812.9140625,643360.4375,11.298648834228516
77–78,0.043069351464509964,54684.46875,2355.224609375,53506.85546875,587547.5,10.7443208694458
78–79,0.047116417437791824,52329.2421875,2465.56640625,51096.4609375,534040.625,10.205395698547363
79–80,0.05091416463255882,49863.67578125,2538.767333984375,48594.29296875,482944.1875,9.685290336608887
80–81,0.05539698526263237,47324.91015625,2621.657470703125,46014.08203125,434349.875,9.17803955078125
81–82,0.059987522661685944,44703.25390625,2681.637451171875,43362.4375,388335.8125,8.686969757080078
82–83,0.06558910012245178,42021.6171875,2756.16015625,40643.5390625,344973.375,8.209426879882813
83–84,0.07183100283145905,39265.45703125,2820.47705078125,37855.21875,304329.8125,7.750573635101318
84–85,0.07805392891168594,36444.98046875,2844.673828125,35022.640625,266474.59375,7.311695098876953
85–86,0.08391296118497849,33600.3046875,2819.5009765625,32190.5546875,231451.96875,6.8883891105651855
86–87,0.09209199994802475,30780.8046875,2834.665771484375,29363.47265625,199261.40625,6.473560810089111
87–88,0.10099188983440399,27946.138671875,2822.333251953125,26534.97265625,169897.9375,6.0794782638549805
88–89,0.11058633774518967,25123.8046875,2778.349609375,23734.62890625,143362.96875,5.7062602043151855
89–90,0.12089747190475464,22345.455078125,2701.509033203125,20994.69921875,119628.3359375,5.3535871505737305
90–91,0.13194191455841064,19643.9453125,2591.85986328125,18348.015625,98633.640625,5.021070957183838
91–92,0.14372959733009338,17052.0859375,2450.889404296875,15826.640625,80285.625,4.708258152008057
92–93,0.15626263618469238,14601.1962890625,2281.621337890625,13460.3857421875,64458.984375,4.414637088775635
93–94,0.16953423619270325,12319.5751953125,2088.58984375,11275.2802734375,50998.59765625,4.139639377593994
94–95,0.18352770805358887,10230.9853515625,1877.6693115234375,9292.150390625,39723.31640625,3.882648229598999
95–96,0.19821567833423615,8353.31640625,1655.75830078125,7525.4375,30431.166015625,3.6430041790008545
96–97,0.21355953812599182,6697.55810546875,1430.327392578125,5982.39453125,22905.728515625,3.4200119972229004
97–98,0.22950926423072815,5267.23046875,1208.878173828125,4662.79150390625,16923.333984375,3.212947368621826
98–99,0.24600344896316528,4058.352294921875,998.36865234375,3559.16796875,12260.54296875,3.021064281463623
99–100,0.2629699409008026,3059.983642578125,804.6837158203125,2657.6416015625,8701.375,2.843601703643799
"100 and over",1,2255.2998046875,2255.2998046875,6043.7333984375,6043.7333984375,2.6797914505004883
"NOTES: This life table is based on death rates that have been adjusted for race and ethnicity misclassification on death certificates. Updated classification ratios were applied; see Technical Notes.",,,,,,
"SOURCE: NCHS, National Vital Statistics System, Mortality.",,,,,,
