"Table 6. Life table for white females: United States, 2017",,,,,,
"Age (years)","Probability of dying between ages x and x + 1","Number surviving to age x","Number dying between ages x and x + 1","Person-years lived between ages x and x + 1","Total number of person-years lived above age x","Expectation of life at age x"
,qx,lx,dx,Lx,Tx,ex
72–73,0.0182353425770998,80498.8828125,1467.9246826171875,79764.921875,1216718.5,15.114725112915039
73–74,0.020046193152666092,79030.9609375,1584.2698974609375,78238.828125,1136953.625,14.38617992401123
74–75,0.02193782478570938,77446.6875,1699.0118408203125,76597.1796875,1058714.75,13.670239448547363
75–76,0.024381814524531364,75747.671875,1846.86572265625,74824.234375,982117.625,12.96564769744873
76–77,0.027025815099477768,73900.8046875,1997.2294921875,72902.1875,907293.375,12.277178764343262
77–78,0.029965296387672424,71903.578125,2154.612060546875,70826.2734375,834391.1875,11.604307174682617
78–79,0.03356606885790825,69748.96875,2341.19873046875,68578.375,763564.9375,10.9473295211792
79–80,0.037224430590867996,67407.7734375,2509.216064453125,66153.1640625,694986.5625,10.310184478759766
80–81,0.04174827039241791,64898.55859375,2709.402587890625,63543.859375,628833.375,9.689481735229492
81–82,0.04642612487077713,62189.15625,2887.201416015625,60745.5546875,565289.5,9.089839935302734
82–83,0.052066199481487274,59301.953125,3087.62744140625,57758.140625,504543.96875,8.508049964904785
83–84,0.05921279639005661,56214.32421875,3328.607421875,54550.0234375,446785.8125,7.94789981842041
84–85,0.0663585364818573,52885.71875,3509.4189453125,51131.0078125,392235.8125,7.416667938232422
85–86,0.07379838079214096,49376.30078125,3643.89111328125,47554.35546875,341104.78125,6.90826940536499
86–87,0.08179298788309097,45732.41015625,3740.590576171875,43862.1171875,293550.4375,6.41887092590332
87–88,0.09258637577295303,41991.8203125,3887.870361328125,40047.8828125,249688.328125,5.946118354797363
88–89,0.10454946756362915,38103.94921875,3983.74755859375,36112.078125,209640.4375,5.501803398132324
89–90,0.11774128675460815,34120.203125,4017.356689453125,32111.5234375,173528.359375,5.085794925689697
90–91,0.13220612704753876,30102.845703125,3979.78076171875,28112.955078125,141416.84375,4.697789669036865
91–92,0.14796899259090424,26123.064453125,3865.403564453125,24190.36328125,113303.8828125,4.3373122215271
92–93,0.16503094136714935,22257.66015625,3673.20263671875,20421.05859375,89113.5234375,4.003723621368408
93–94,0.18336477875709534,18584.45703125,3407.73486328125,16880.58984375,68692.4609375,3.6962318420410156
94–95,0.20291149616241455,15176.72265625,3079.531494140625,13636.95703125,51811.87109375,3.4139037132263184
95–96,0.22357799112796783,12097.19140625,2704.665771484375,10744.8583984375,38174.9140625,3.155683994293213
96–97,0.24523629248142242,9392.525390625,2303.38818359375,8240.8310546875,27430.056640625,2.9204132556915283
97–98,0.2677249610424042,7089.13720703125,1897.93896484375,6140.16796875,19189.224609375,2.7068490982055664
98–99,0.2908526062965393,5191.1982421875,1509.87353515625,4436.26171875,13049.0576171875,2.5136890411376953
99–100,0.31440362334251404,3681.32470703125,1157.421875,3102.61376953125,8612.7958984375,2.3395915031433105
"100 and over",1,2523.90283203125,2523.90283203125,5510.18212890625,5510.18212890625,2.183198928833008
"SOURCE: NCHS, National Vital Statistics System, Mortality.",,,,,,
