"Table 10. Life table for the Hispanic population: United States, 2017",,,,,,
"Age (years)","Probability of dying between ages x and x + 1","Number surviving to age x","Number dying between ages x and x + 1","Person-years lived between ages x and x + 1","Total number of person-years lived above age x","Expectation of life at age x"
,qx,lx,dx,Lx,Tx,ex
93–94,0.156560018658638,22706.369140625,3554.90966796875,20928.9140625,96203.859375,4.236866474151611
94–95,0.17306597530841827,19151.458984375,3314.4658203125,17494.2265625,75274.9453125,3.930507183074951
95–96,0.19057324528694153,15836.9931640625,3018.107177734375,14327.939453125,57780.71875,3.648465156555176
96–97,0.20899586379528046,12818.8857421875,2679.093994140625,11479.3388671875,43452.78125,3.389747142791748
97–98,0.22822065651416779,10139.7919921875,2314.110107421875,8982.736328125,31973.44140625,3.153264045715332
98–99,0.24810880422592163,7825.681640625,1941.6204833984375,6854.87109375,22990.705078125,2.9378533363342285
99–100,0.26849913597106934,5884.06103515625,1579.8653564453125,5094.12841796875,16135.833984375,2.742295503616333
"100 and over",1,4304.19580078125,4304.19580078125,11041.7060546875,11041.7060546875,2.565335512161255
"NOTES: This life table is based on death rates that have been adjusted for race and ethnicity misclassification on death certificates. Updated classification ratios were applied; see Technical Notes.",,,,,,
"SOURCE: NCHS, National Vital Statistics System, Mortality.",,,,,,
