"Table 4. Life table for the white population: United States, 2017",,,,,,
"Age (years)","Probability of dying between ages x and x + 1","Number surviving to age x","Number dying between ages x and x + 1","Person-years lived between ages x and x + 1","Total number of person-years lived above age x","Expectation of life at age x"
,qx,lx,dx,Lx,Tx,ex
64–65,0.011568659916520119,85126.1796875,984.7958374023438,84633.78125,1715521.125,20.152685165405273
65–66,0.01233590580523014,84141.3828125,1037.960205078125,83622.40625,1630887.25,19.382699966430664
66–67,0.01323721930384636,83103.421875,1100.0582275390625,82553.390625,1547264.875,18.618545532226563
67–68,0.014257660135626793,82003.3671875,1169.1761474609375,81418.78125,1464711.5,17.861602783203125
68–69,0.015458447858691216,80834.1875,1249.571044921875,80209.40625,1383292.75,17.11271858215332
69–70,0.016875172033905983,79584.6171875,1343.004150390625,78913.109375,1303083.375,16.373558044433594
70–71,0.01827135868370533,78241.609375,1429.58056640625,77526.8203125,1224170.25,15.646025657653809
71–72,0.02024386264383793,76812.03125,1554.97216796875,76034.546875,1146643.375,14.927913665771484
72–73,0.022046543657779694,75257.0625,1659.1580810546875,74427.484375,1070608.875,14.226025581359863
73–74,0.024142548441886902,73597.90625,1776.841064453125,72709.484375,996181.375,13.535457611083984
74–75,0.02629254199564457,71821.0625,1888.3582763671875,70876.8828125,923471.875,12.857953071594238
75–76,0.02904118411242962,69932.703125,2030.928466796875,68917.234375,852595,12.191649436950684
76–77,0.03205684572458267,67901.7734375,2176.716796875,66813.4140625,783677.75,11.54134464263916
77–78,0.03554626926779747,65725.0546875,2336.280517578125,64556.9140625,716864.375,10.907018661499023
78–79,0.03939671814441681,63388.7734375,2497.3095703125,62140.1171875,652307.4375,10.290582656860352
79–80,0.04358803853392601,60891.46484375,2654.139404296875,59564.39453125,590167.3125,9.692118644714355
80–81,0.048461612313985825,58237.32421875,2822.274658203125,56826.1875,530602.9375,9.111045837402344
81–82,0.05360381305217743,55415.05078125,2970.4580078125,53929.8203125,473776.71875,8.549603462219238
82–83,0.059712231159210205,52444.59375,3131.583740234375,50878.8046875,419846.90625,8.005532264709473
83–84,0.06718616932630539,49313.01171875,3313.15234375,47656.4375,368968.09375,7.4821648597717285
84–85,0.0748102217912674,45999.859375,3441.259765625,44279.23046875,321311.65625,6.985057353973389
85–86,0.08303312957286835,42558.6015625,3533.77392578125,40791.71484375,277032.4375,6.509434700012207
86–87,0.09170840680599213,39024.828125,3578.90478515625,37235.375,236240.71875,6.053600311279297
87–88,0.10309981554746628,35445.921875,3654.468017578125,33618.6875,199005.34375,5.614336967468262
88–89,0.1156216636300087,31791.453125,3675.78076171875,29953.5625,165386.65625,5.202236652374268
89–90,0.1293153464794159,28115.671875,3635.787841796875,26297.77734375,135433.09375,4.8169965744018555
90–91,0.1442064493894577,24479.884765625,3530.1572265625,22714.8046875,109135.3203125,4.458163261413574
91–92,0.16030074656009674,20949.7265625,3358.2568359375,19270.59765625,86420.515625,4.125138282775879
92–93,0.17758075892925262,17591.46875,3123.90625,16029.515625,67149.921875,3.8171868324279785
93–94,0.19600246846675873,14467.5625,2835.677978515625,13049.7236328125,51120.40625,3.53344988822937
94–95,0.21549321711063385,11631.884765625,2506.59228515625,10378.5888671875,38070.6796875,3.272958755493164
95–96,0.23595048487186432,9125.29296875,2153.1171875,8048.734375,27692.091796875,3.0346524715423584
96–97,0.2572425603866577,6972.17578125,1793.5404052734375,6075.4052734375,19643.357421875,2.8173928260803223
97–98,0.2792104482650757,5178.63525390625,1445.9290771484375,4455.6708984375,13567.953125,2.6199862957000732
98–99,0.3016720712184906,3732.7060546875,1126.05322265625,3169.679443359375,9112.2822265625,2.441200017929077
99–100,0.32442766427993774,2606.65283203125,845.6702880859375,2183.817626953125,5942.6025390625,2.279783010482788
"100 and over",1,1760.9825439453125,1760.9825439453125,3758.78515625,3758.78515625,2.13448166847229
"SOURCE: NCHS, National Vital Statistics System, Mortality.",,,,,,
