"Table 12. Life table for Hispanic females: United States, 2017",,,,,,
"Age (years)","Probability of dying between ages x and x + 1","Number surviving to age x","Number dying between ages x and x + 1","Person-years lived between ages x and x + 1","Total number of person-years lived above age x","Expectation of life at age x"
,qx,lx,dx,Lx,Tx,ex
64–65,0.0067945257760584354,91865.1171875,624.179931640625,91553.03125,2162222.25,23.536924362182617
65–66,0.0072484686970710754,91240.9375,661.3570556640625,90910.2578125,2070669.125,22.69451904296875
66–67,0.007776031270623207,90579.578125,704.349609375,90227.40625,1979758.875,21.856569290161133
67–68,0.008379989303648472,89875.2265625,753.1534423828125,89498.6484375,1889531.5,21.023941040039063
68–69,0.009084904566407204,89122.0703125,809.66552734375,88717.234375,1800032.875,20.197385787963867
69–70,0.009898317977786064,88312.40625,874.144287109375,87875.3359375,1711315.625,19.377975463867188
70–71,0.010814709588885307,87438.265625,945.6194458007813,86965.453125,1623440.25,18.566701889038086
71–72,0.011844374239444733,86492.6484375,1024.4512939453125,85980.421875,1536474.75,17.764223098754883
72–73,0.013022235594689846,85468.1953125,1112.9869384765625,84911.703125,1450494.375,16.971158981323242
73–74,0.01437548827379942,84355.2109375,1212.6473388671875,83748.890625,1365582.625,16.188480377197266
74–75,0.015930356457829475,83142.5625,1324.4906005859375,82480.3125,1281833.75,15.417299270629883
75–76,0.017680661752820015,81818.0703125,1446.59765625,81094.765625,1199353.5,14.658784866333008
76–77,0.019720500335097313,80371.46875,1584.965576171875,79578.984375,1118258.75,13.913628578186035
77–78,0.022071512416005135,78786.5,1738.937255859375,77917.03125,1038679.75,13.183473587036133
78–79,0.02483886107802391,77047.5625,1913.773681640625,76090.671875,960762.6875,12.469735145568848
79–80,0.027773365378379822,75133.7890625,2086.71826171875,74090.4296875,884672,11.774622917175293
80–81,0.031224267557263374,73047.0703125,2280.84130859375,71906.6484375,810581.5625,11.096701622009277
81–82,0.03487687557935715,70766.2265625,2468.10498046875,69532.171875,738674.9375,10.438241004943848
82–83,0.03928826376795769,68298.125,2683.314697265625,66956.46875,669142.75,9.797381401062012
83–84,0.0449218787252903,65614.8125,2947.540771484375,64141.04296875,602186.3125,9.177597045898438
84–85,0.050596024841070175,62667.2734375,3170.71484375,61081.9140625,538045.25,8.585744857788086
85–86,0.05653085559606552,59496.55859375,3363.391357421875,57814.86328125,476963.34375,8.016654014587402
86–87,0.06290226429700851,56133.16796875,3530.9033203125,54367.71875,419148.46875,7.467037677764893
87–88,0.0716516450047493,52602.265625,3769.038818359375,50717.74609375,364780.75,6.934696674346924
88–89,0.08143626153469086,48833.2265625,3976.79541015625,46844.828125,314063.03125,6.431338787078857
89–90,0.09232749044895172,44856.4296875,4141.4814453125,42785.6875,267218.1875,5.957188129425049
90–91,0.10438767820596695,40714.94921875,4250.13916015625,38589.87890625,224432.5,5.512287139892578
91–92,0.11766580492258072,36464.80859375,4290.6611328125,34319.4765625,185842.625,5.096492767333984
92–93,0.13219298422336578,32174.1484375,4253.19677734375,30047.55078125,151523.140625,4.709468364715576
93–94,0.14797763526439667,27920.951171875,4131.67626953125,25855.11328125,121475.59375,4.350697040557861
94–95,0.16500110924243927,23789.275390625,3925.2568359375,21826.6484375,95620.484375,4.019478797912598
95–96,0.18321382999420166,19864.01953125,3639.363037109375,18044.337890625,73793.8359375,3.7149498462677
96–97,0.20253263413906097,16224.65625,3286.0224609375,14581.64453125,55749.49609375,3.4360971450805664
97–98,0.22283972799777985,12938.6337890625,2883.24169921875,11497.013671875,41167.8515625,3.181777238845825
98–99,0.2439837008714676,10055.392578125,2453.351806640625,8828.716796875,29670.837890625,2.9507389068603516
99–100,0.26578277349472046,7602.041015625,2020.4915771484375,6591.794921875,20842.12109375,2.741647958755493
"100 and over",1,5581.54931640625,5581.54931640625,14250.326171875,14250.326171875,2.5531129837036133
"NOTES: This life table is based on death rates that have been adjusted for race and ethnicity misclassification on death certificates. Updated classification ratios were applied; see Technical Notes.",,,,,,
"SOURCE: NCHS, National Vital Statistics System, Mortality.",,,,,,
